,open,high,low,close,volume
2023-05-16 15:35:00-04:00,172.885,172.9,172.8,172.88,197477
2023-05-16 15:40:00-04:00,172.885,172.89,172.69,172.725,227686
2023-05-16 15:45:00-04:00,172.725,172.795,172.59,172.71,339097
2023-05-16 15:50:00-04:00,172.7,172.7,172.4035,172.475,749425
2023-05-16 15:55:00-04:00,172.47,172.54,172.23,172.27,1357553
2023-05-17 09:30:00-04:00,173.39,173.49,173.16,173.27,657296
2023-05-17 09:35:00-04:00,173.27,173.45,173.22,173.275,233043
2023-05-17 09:40:00-04:00,173.27,173.29,173.0434,173.22,375653
2023-05-17 09:45:00-04:00,173.23,173.28,172.75,172.76,386103
2023-05-17 09:50:00-04:00,172.76,172.85,172.44,172.44,492665
2023-05-17 09:55:00-04:00,172.44,172.55,172.22,172.28,209855
2023-05-17 10:00:00-04:00,172.27,172.499,172.16,172.42,232745
2023-05-17 10:05:00-04:00,172.42,172.93,172.4,172.91,331279
2023-05-17 10:10:00-04:00,172.915,173.06,172.805,173.04,187333
2023-05-17 10:15:00-04:00,173.04,173.23,172.97,173.03,287711
2023-05-17 10:20:00-04:00,173.025,173.35,173.025,173.32,199892
2023-05-17 10:25:00-04:00,173.315,173.525,173.24,173.47,477937
2023-05-17 10:30:00-04:00,173.48,173.65,173.4109,173.59,295915
2023-05-17 10:35:00-04:00,173.6,173.645,173.5,173.53,139246
2023-05-17 10:40:00-04:00,173.51,173.61,173.39,173.505,223304
2023-05-17 10:45:00-04:00,173.51,173.57,173.39,173.45,187270
2023-05-17 10:50:00-04:00,173.45,173.7,173.45,173.64,164419
2023-05-17 10:55:00-04:00,173.65,173.86,173.62,173.8,375326
2023-05-17 11:00:00-04:00,173.795,173.98,173.795,173.94,225429
2023-05-17 11:05:00-04:00,173.935,173.935,173.745,173.79,192905
2023-05-17 11:10:00-04:00,173.78,173.92,173.735,173.91,137427
2023-05-17 11:15:00-04:00,173.91,174.465,173.905,174.25,612000
2023-05-17 11:20:00-04:00,174.25,174.28,173.92,174.2,510917
2023-05-17 11:25:00-04:00,174.2,174.56,174.115,174.49,432023
2023-05-17 11:30:00-04:00,174.48,174.635,174.41,174.455,378796
2023-05-17 11:35:00-04:00,174.46,174.56,174.375,174.53,301101
2023-05-17 11:40:00-04:00,174.52,174.79,174.5,174.77,403805
2023-05-17 11:45:00-04:00,174.77,174.93,174.66,174.66,464296
2023-05-17 11:50:00-04:00,174.66,174.77,174.66,174.7,389416
2023-05-17 11:55:00-04:00,174.7,174.72,174.595,174.665,264365
2023-05-17 12:00:00-04:00,174.665,174.6991,174.57,174.615,287730
2023-05-17 12:05:00-04:00,174.625,174.73,174.62,174.6469,170887
2023-05-17 12:10:00-04:00,174.65,174.79,174.64,174.76,171132
2023-05-17 12:15:00-04:00,174.77,174.9,174.745,174.81,203303
2023-05-17 12:20:00-04:00,174.815,174.9,174.72,174.745,141970
2023-05-17 12:25:00-04:00,174.75,175.0,174.705,174.965,165769
2023-05-17 12:30:00-04:00,174.965,175.17,174.95,175.08,386550
2023-05-17 12:35:00-04:00,175.09,175.31,175.05,175.295,283492
2023-05-17 12:40:00-04:00,175.3,175.6,175.3,175.6,534656
2023-05-17 12:45:00-04:00,175.595,175.82,175.54,175.74,513257
2023-05-17 12:50:00-04:00,175.74,175.86,175.64,175.84,316234
2023-05-17 12:55:00-04:00,175.835,175.91,175.61,175.76,373499
2023-05-17 13:00:00-04:00,175.77,175.91,175.76,175.87,272610
2023-05-17 13:05:00-04:00,175.875,176.2062,175.87,176.03,277379
2023-05-17 13:10:00-04:00,176.02,176.04,175.87,175.9499,276328
2023-05-17 13:15:00-04:00,175.945,176.03,175.795,176.0,382357
2023-05-17 13:20:00-04:00,176.0,176.225,175.985,176.17,375543
2023-05-17 13:25:00-04:00,176.17,176.245,176.15,176.2,253286
2023-05-17 13:30:00-04:00,176.21,176.37,176.18,176.37,249362
2023-05-17 13:35:00-04:00,176.38,176.4,176.18,176.22,262803
2023-05-17 13:40:00-04:00,176.23,176.28,176.11,176.205,274015
2023-05-17 13:45:00-04:00,176.22,176.345,176.22,176.28,302020
2023-05-17 13:50:00-04:00,176.29,176.335,176.15,176.175,412183
2023-05-17 13:55:00-04:00,176.18,176.29,176.16,176.26,292909
2023-05-17 14:00:00-04:00,176.26,176.335,176.08,176.08,199422
2023-05-17 14:05:00-04:00,176.09,176.12,175.81,175.88,303734
2023-05-17 14:10:00-04:00,175.88,176.12,175.87,176.01,456237
2023-05-17 14:15:00-04:00,176.01,176.12,175.91,176.035,278631
2023-05-17 14:20:00-04:00,176.03,176.04,175.87,175.9,353026
2023-05-17 14:25:00-04:00,175.9,175.92,175.805,175.8377,183527
2023-05-17 14:30:00-04:00,175.84,175.93,175.68,175.7179,194756
2023-05-17 14:35:00-04:00,175.715,175.985,175.71,175.91,412787
2023-05-17 14:40:00-04:00,175.92,175.985,175.82,175.87,196169
2023-05-17 14:45:00-04:00,175.875,176.01,175.78,176.01,259863
2023-05-17 14:50:00-04:00,176.02,176.03,175.81,175.87,257477
2023-05-17 14:55:00-04:00,175.87,175.87,175.76,175.81,200731
2023-05-17 15:00:00-04:00,175.81,176.14,175.79,176.11,277848
2023-05-17 15:05:00-04:00,176.105,176.27,176.0983,176.21,366746
2023-05-17 15:10:00-04:00,176.21,176.27,176.18,176.215,184353
2023-05-17 15:15:00-04:00,176.22,176.455,176.22,176.305,404774
2023-05-17 15:20:00-04:00,176.3,176.34,175.916,175.95,461760
2023-05-17 15:25:00-04:00,175.95,176.1,175.85,175.93,344545
2023-05-17 15:30:00-04:00,175.94,176.08,175.85,175.94,302939
2023-05-17 15:35:00-04:00,175.94,176.08,175.905,176.03,471603
2023-05-17 15:40:00-04:00,176.03,176.2,175.96,176.135,577340
2023-05-17 15:45:00-04:00,176.12,176.46,176.085,176.38,814338
2023-05-17 15:50:00-04:00,176.38,176.5,176.19,176.325,894918
2023-05-17 15:55:00-04:00,176.32,176.42,176.13,176.21,2382188
2023-05-18 09:30:00-04:00,175.56,175.605,175.02,175.21,850211
2023-05-18 09:35:00-04:00,175.21,175.67,175.11,175.62,762982
2023-05-18 09:40:00-04:00,175.62,175.88,175.47,175.73,695422
2023-05-18 09:45:00-04:00,175.75,175.84,175.44,175.46,604234
2023-05-18 09:50:00-04:00,175.455,175.455,175.1539,175.285,556901
2023-05-18 09:55:00-04:00,175.27,175.6,175.11,175.55,473358
2023-05-18 10:00:00-04:00,175.56,175.88,175.51,175.67,534854
2023-05-18 10:05:00-04:00,175.68,176.06,175.57,175.97,268393
2023-05-18 10:10:00-04:00,175.965,176.34,175.965,176.095,331973
2023-05-18 10:15:00-04:00,176.11,176.42,175.99,176.3999,291170
2023-05-18 10:20:00-04:00,176.4,176.73,176.4,176.62,433722
2023-05-18 10:25:00-04:00,176.61,176.62,176.36,176.45,254767
2023-05-18 10:30:00-04:00,176.46,176.8,176.45,176.7901,421912
2023-05-18 10:35:00-04:00,176.8,176.83,176.51,176.72,317542
2023-05-18 10:40:00-04:00,176.72,176.77,176.6,176.62,270921
2023-05-18 10:45:00-04:00,176.63,176.86,176.46,176.77,264127
2023-05-18 10:50:00-04:00,176.77,176.82,176.52,176.62,183910
2023-05-18 10:55:00-04:00,176.62,176.76,176.59,176.76,167463
2023-05-18 11:00:00-04:00,176.77,177.02,176.74,176.92,269868
2023-05-18 11:05:00-04:00,176.92,176.925,176.64,176.75,190340
2023-05-18 11:10:00-04:00,176.74,176.74,176.51,176.62,328129
2023-05-18 11:15:00-04:00,176.63,176.85,176.63,176.835,199948
2023-05-18 11:20:00-04:00,176.84,176.93,176.6,176.83,264887
2023-05-18 11:25:00-04:00,176.84,176.84,176.64,176.74,126733
2023-05-18 11:30:00-04:00,176.75,176.81,176.61,176.65,196962
2023-05-18 11:35:00-04:00,176.66,176.86,176.55,176.635,106035
2023-05-18 11:40:00-04:00,176.635,176.84,176.5624,176.77,148973
2023-05-18 11:45:00-04:00,176.79,177.19,176.785,177.0,342572
2023-05-18 11:50:00-04:00,177.005,177.21,176.96,177.21,288091
2023-05-18 11:55:00-04:00,177.21,177.27,176.48,176.65,309193
2023-05-18 12:00:00-04:00,176.64,176.66,176.48,176.4902,128644
2023-05-18 12:05:00-04:00,176.5,176.545,176.11,176.23,282202
2023-05-18 12:10:00-04:00,176.22,176.3896,175.92,175.925,357558
2023-05-18 12:15:00-04:00,175.925,176.16,175.77,176.08,264840
2023-05-18 12:20:00-04:00,176.08,176.14,175.93,176.085,197546
2023-05-18 12:25:00-04:00,176.08,176.0998,175.69,175.78,189499
2023-05-18 12:30:00-04:00,175.785,175.8878,175.715,175.85,320608
2023-05-18 12:35:00-04:00,175.86,176.01,175.665,175.69,182629
2023-05-18 12:40:00-04:00,175.69,175.985,175.69,175.97,190898
2023-05-18 12:45:00-04:00,175.97,176.01,175.78,175.82,86737
2023-05-18 12:50:00-04:00,175.81,175.87,175.705,175.82,72540
2023-05-18 12:55:00-04:00,175.82,175.85,175.56,175.83,219941
2023-05-18 13:00:00-04:00,175.83,176.04,175.83,175.935,163150
2023-05-18 13:05:00-04:00,175.95,176.1,175.94,176.06,91788
2023-05-18 13:10:00-04:00,176.05,176.05,175.77,175.81,121236
2023-05-18 13:15:00-04:00,175.8,176.04,175.77,175.97,100462
2023-05-18 13:20:00-04:00,175.98,176.14,175.9401,176.07,87441
2023-05-18 13:25:00-04:00,176.07,176.24,175.605,175.64,367809
2023-05-18 13:30:00-04:00,175.64,175.88,175.53,175.85,179436
2023-05-18 13:35:00-04:00,175.86,175.89,175.7,175.76,114957
2023-05-18 13:40:00-04:00,175.75,175.8,175.55,175.57,77974
2023-05-18 13:45:00-04:00,175.565,175.65,175.42,175.6,104792
2023-05-18 13:50:00-04:00,175.6,175.66,175.5,175.5307,129497
2023-05-18 13:55:00-04:00,175.53,175.55,175.33,175.47,85932
2023-05-18 14:00:00-04:00,175.45,175.62,175.41,175.5,75126
2023-05-18 14:05:00-04:00,175.495,175.6,175.44,175.521,94212
2023-05-18 14:10:00-04:00,175.52,175.6,175.45,175.57,74609
2023-05-18 14:15:00-04:00,175.57,175.74,175.56,175.74,104456
2023-05-18 14:20:00-04:00,175.72,175.8,175.66,175.78,76061
2023-05-18 14:25:00-04:00,175.785,176.05,175.785,175.91,142730
2023-05-18 14:30:00-04:00,175.9,176.1,175.9,176.05,76270
2023-05-18 14:35:00-04:00,176.03,176.11,175.99,176.08,59118
2023-05-18 14:40:00-04:00,176.085,176.09,175.98,176.0,136561
2023-05-18 14:45:00-04:00,176.02,176.235,175.975,176.215,93647
2023-05-18 14:50:00-04:00,176.22,176.28,176.13,176.14,83882
2023-05-18 14:55:00-04:00,176.14,176.34,176.13,176.3,65936
2023-05-18 15:00:00-04:00,176.3,176.46,176.23,176.235,211072
2023-05-18 15:05:00-04:00,176.23,176.315,176.11,176.3,85765
2023-05-18 15:10:00-04:00,176.31,176.58,176.31,176.57,258502
2023-05-18 15:15:00-04:00,176.58,176.76,176.565,176.75,247080
2023-05-18 15:20:00-04:00,176.745,176.855,176.43,176.47,197057
2023-05-18 15:25:00-04:00,176.48,176.61,176.41,176.56,213010
2023-05-18 15:30:00-04:00,176.57,176.9,176.56,176.891,207235
2023-05-18 15:35:00-04:00,176.89,177.045,176.855,177.01,507684
2023-05-18 15:40:00-04:00,177.0,177.21,176.935,177.16,370542
2023-05-18 15:45:00-04:00,177.15,177.29,177.04,177.1799,475978
2023-05-18 15:50:00-04:00,177.18,177.57,177.18,177.34,828001
2023-05-18 15:55:00-04:00,177.33,177.44,177.18,177.23,1272102
2023-05-19 09:30:00-04:00,178.51,178.64,178.16,178.5,970798
2023-05-19 09:35:00-04:00,178.49,178.5,178.06,178.065,301629
2023-05-19 09:40:00-04:00,178.06,178.125,177.73,177.865,337267
2023-05-19 09:45:00-04:00,177.86,177.95,177.65,177.79,262394
2023-05-19 09:50:00-04:00,177.79,178.15,177.67,177.915,312475
2023-05-19 09:55:00-04:00,177.925,178.01,177.82,177.92,246743
2023-05-19 10:00:00-04:00,177.92,177.92,177.495,177.6,289004
2023-05-19 10:05:00-04:00,177.59,177.85,177.52,177.67,310762
2023-05-19 10:10:00-04:00,177.68,177.69,177.34,177.385,235819
2023-05-19 10:15:00-04:00,177.38,177.62,177.375,177.48,170888
2023-05-19 10:20:00-04:00,177.49,177.565,177.38,177.43,138793
2023-05-19 10:25:00-04:00,177.42,177.44,177.27,177.342,140482
2023-05-19 10:30:00-04:00,177.34,177.53,177.3,177.35,156218
2023-05-19 10:35:00-04:00,177.35,177.37,176.93,177.09,352995
2023-05-19 10:40:00-04:00,177.08,177.19,177.0023,177.07,161010
2023-05-19 10:45:00-04:00,177.085,177.085,176.87,176.89,312183
2023-05-19 10:50:00-04:00,176.89,177.28,176.89,177.2,319912
2023-05-19 10:55:00-04:00,177.21,177.36,177.16,177.36,309457
2023-05-19 11:00:00-04:00,177.36,177.57,177.325,177.475,270495
2023-05-19 11:05:00-04:00,177.47,177.47,177.02,177.04,253677
2023-05-19 11:10:00-04:00,177.04,177.17,176.66,176.69,467735
2023-05-19 11:15:00-04:00,176.69,176.86,176.3,176.45,745837
2023-05-19 11:20:00-04:00,176.45,176.75,176.395,176.41,526181
2023-05-19 11:25:00-04:00,176.43,176.69,176.1,176.1,349978
2023-05-19 11:30:00-04:00,176.1,176.19,175.8,175.95,500951
2023-05-19 11:35:00-04:00,175.955,175.97,175.31,175.42,594232
2023-05-19 11:40:00-04:00,175.42,175.685,175.25,175.47,635172
2023-05-19 11:45:00-04:00,175.46,176.03,175.45,175.87,526415
2023-05-19 11:50:00-04:00,175.875,176.0,175.665,175.8,300591
2023-05-19 11:55:00-04:00,175.79,176.15,175.685,175.85,400461
2023-05-19 12:00:00-04:00,175.86,175.96,175.555,175.87,380437
2023-05-19 12:05:00-04:00,175.87,175.92,175.69,175.83,234749
2023-05-19 12:10:00-04:00,175.83,176.04,175.76,175.895,204720
2023-05-19 12:15:00-04:00,175.89,176.09,175.72,175.98,328276
2023-05-19 12:20:00-04:00,175.98,176.05,175.88,175.93,116937
2023-05-19 12:25:00-04:00,175.92,175.93,175.75,175.79,113547
2023-05-19 12:30:00-04:00,175.78,175.78,175.43,175.46,274896
2023-05-19 12:35:00-04:00,175.47,175.88,175.43,175.84,167552
2023-05-19 12:40:00-04:00,175.85,175.99,175.79,175.94,125291
2023-05-19 12:45:00-04:00,175.94,176.05,175.84,176.02,152283
2023-05-19 12:50:00-04:00,176.02,176.23,176.005,176.16,218045
2023-05-19 12:55:00-04:00,176.16,176.165,175.95,176.04,146970
2023-05-19 13:00:00-04:00,176.04,176.32,176.025,176.29,167042
2023-05-19 13:05:00-04:00,176.28,176.3132,176.095,176.1,137060
2023-05-19 13:10:00-04:00,176.1,176.12,175.95,176.0,113515
2023-05-19 13:15:00-04:00,175.995,176.16,175.97,176.1103,87771
2023-05-19 13:20:00-04:00,176.12,176.12,176.01,176.0801,64533
2023-05-19 13:25:00-04:00,176.085,176.085,175.85,175.93,117520
2023-05-19 13:30:00-04:00,175.94,176.05,175.92,176.05,105741
2023-05-19 13:35:00-04:00,176.05,176.073,175.89,176.0299,131272
2023-05-19 13:40:00-04:00,176.02,176.06,175.84,175.92,63679
2023-05-19 13:45:00-04:00,175.91,176.035,175.803,175.85,288746
2023-05-19 13:50:00-04:00,175.84,175.91,175.77,175.91,138470
2023-05-19 13:55:00-04:00,175.89,175.895,175.64,175.65,233673
2023-05-19 14:00:00-04:00,175.66,175.73,175.54,175.62,351212
2023-05-19 14:05:00-04:00,175.62,175.8,175.58,175.7299,95026
2023-05-19 14:10:00-04:00,175.7299,175.7299,175.6,175.62,99850
2023-05-19 14:15:00-04:00,175.62,175.79,175.43,175.78,262895
2023-05-19 14:20:00-04:00,175.79,175.93,175.75,175.88,146132
2023-05-19 14:25:00-04:00,175.88,175.9,175.61,175.63,104958
2023-05-19 14:30:00-04:00,175.63,175.69,175.545,175.62,129946
2023-05-19 14:35:00-04:00,175.63,175.8,175.59,175.74,165312
2023-05-19 14:40:00-04:00,175.745,175.77,175.665,175.715,124525
2023-05-19 14:45:00-04:00,175.72,175.72,175.55,175.62,97913
2023-05-19 14:50:00-04:00,175.61,175.9,175.61,175.86,157875
2023-05-19 14:55:00-04:00,175.87,176.01,175.87,176.01,162836
2023-05-19 15:00:00-04:00,176.0,176.045,175.89,175.95,158824
2023-05-19 15:05:00-04:00,175.94,175.985,175.82,175.97,182774
2023-05-19 15:10:00-04:00,175.97,176.095,175.97,176.08,159347
2023-05-19 15:15:00-04:00,176.07,176.075,175.956,175.98,100949
2023-05-19 15:20:00-04:00,175.98,175.98,175.85,175.95,79906
2023-05-19 15:25:00-04:00,175.96,175.975,175.76,175.81,128895
2023-05-19 15:30:00-04:00,175.82,175.97,175.77,175.95,145380
2023-05-19 15:35:00-04:00,175.95,176.105,175.92,176.01,244462
2023-05-19 15:40:00-04:00,176.02,176.11,175.98,176.08,196526
2023-05-19 15:45:00-04:00,176.09,176.11,175.94,176.06,306274
2023-05-19 15:50:00-04:00,176.06,176.105,175.92,176.075,471755
2023-05-19 15:55:00-04:00,176.08,176.16,176.02,176.06,1299101
2023-05-22 09:30:00-04:00,176.62,177.17,176.465,177.07,669281
2023-05-22 09:35:00-04:00,177.07,177.735,176.99,177.48,800091
2023-05-22 09:40:00-04:00,177.48,177.66,176.9001,176.91,356270
2023-05-22 09:45:00-04:00,176.92,176.95,176.56,176.815,301096
2023-05-22 09:50:00-04:00,176.82,177.03,176.81,177.02,293520
2023-05-22 09:55:00-04:00,177.015,177.11,176.67,176.845,283271
2023-05-22 10:00:00-04:00,176.84,176.97,176.6,176.71,254340
2023-05-22 10:05:00-04:00,176.71,176.86,176.04,176.14,343551
2023-05-22 10:10:00-04:00,176.13,177.055,176.11,176.95,508748
2023-05-22 10:15:00-04:00,176.97,177.23,176.915,177.2,219704
2023-05-22 10:20:00-04:00,177.2,177.28,176.9,177.19,207548
2023-05-22 10:25:00-04:00,177.19,177.34,176.93,177.23,355324
2023-05-22 10:30:00-04:00,177.24,177.405,177.18,177.39,209961
2023-05-22 10:35:00-04:00,177.385,177.475,177.23,177.37,205987
2023-05-22 10:40:00-04:00,177.37,177.42,177.1,177.12,245942
2023-05-22 10:45:00-04:00,177.12,177.21,176.93,176.945,260961
2023-05-22 10:50:00-04:00,176.93,177.165,176.77,176.83,144776
2023-05-22 10:55:00-04:00,176.83,177.12,176.67,177.09,219961
2023-05-22 11:00:00-04:00,177.1,177.3095,177.1,177.27,239839
2023-05-22 11:05:00-04:00,177.27,177.618,177.27,177.5,253504
2023-05-22 11:10:00-04:00,177.5,177.51,177.31,177.3599,176433
2023-05-22 11:15:00-04:00,177.35,177.52,177.27,177.29,188886
2023-05-22 11:20:00-04:00,177.29,177.51,177.29,177.51,113806
2023-05-22 11:25:00-04:00,177.51,177.74,177.5,177.65,303431
2023-05-22 11:30:00-04:00,177.66,177.85,177.55,177.73,609254
2023-05-22 11:35:00-04:00,177.72,177.8,177.58,177.63,248122
2023-05-22 11:40:00-04:00,177.61,177.82,177.6,177.75,172025
2023-05-22 11:45:00-04:00,177.75,177.86,177.58,177.815,182368
2023-05-22 11:50:00-04:00,177.81,178.11,177.81,178.11,208121
2023-05-22 11:55:00-04:00,178.1102,178.38,178.085,178.33,390580
2023-05-22 12:00:00-04:00,178.33,178.63,178.33,178.57,419094
2023-05-22 12:05:00-04:00,178.57,178.59,178.3,178.32,284629
2023-05-22 12:10:00-04:00,178.32,178.395,178.2785,178.35,207939
2023-05-22 12:15:00-04:00,178.35,178.37,178.2401,178.335,161792
2023-05-22 12:20:00-04:00,178.335,178.37,178.02,178.09,298926
2023-05-22 12:25:00-04:00,178.09,178.355,178.05,178.21,157864
2023-05-22 12:30:00-04:00,178.2,178.28,178.08,178.17,143902
2023-05-22 12:35:00-04:00,178.17,178.32,178.15,178.18,100352
2023-05-22 12:40:00-04:00,178.17,178.23,178.12,178.13,99594
2023-05-22 12:45:00-04:00,178.13,178.25,178.08,178.1,156028
2023-05-22 12:50:00-04:00,178.1,178.26,178.0905,178.26,63764
2023-05-22 12:55:00-04:00,178.26,178.375,178.25,178.355,156155
2023-05-22 13:00:00-04:00,178.35,178.51,178.31,178.4,225315
2023-05-22 13:05:00-04:00,178.39,178.505,178.3046,178.38,169155
2023-05-22 13:10:00-04:00,178.39,178.46,177.96,178.055,423470
2023-05-22 13:15:00-04:00,178.055,178.23,177.88,178.23,158361
2023-05-22 13:20:00-04:00,178.23,178.31,178.15,178.27,121554
2023-05-22 13:25:00-04:00,178.26,178.3393,178.21,178.28,79971
2023-05-22 13:30:00-04:00,178.29,178.405,178.27,178.38,138378
2023-05-22 13:35:00-04:00,178.39,178.44,178.35,178.42,147165
2023-05-22 13:40:00-04:00,178.41,178.5499,178.41,178.49,110738
2023-05-22 13:45:00-04:00,178.49,178.54,178.44,178.47,79913
2023-05-22 13:50:00-04:00,178.47,178.51,178.33,178.34,80145
2023-05-22 13:55:00-04:00,178.33,178.445,178.235,178.2799,96556
2023-05-22 14:00:00-04:00,178.28,178.36,178.25,178.36,60093
2023-05-22 14:05:00-04:00,178.35,178.38,178.28,178.33,121165
2023-05-22 14:10:00-04:00,178.335,178.3358,178.17,178.2,126398
2023-05-22 14:15:00-04:00,178.2,178.415,178.175,178.38,174710
2023-05-22 14:20:00-04:00,178.38,178.49,178.37,178.41,127465
2023-05-22 14:25:00-04:00,178.42,178.609,178.4103,178.609,144838
2023-05-22 14:30:00-04:00,178.6,178.64,178.53,178.6,96981
2023-05-22 14:35:00-04:00,178.6,178.62,178.54,178.575,113445
2023-05-22 14:40:00-04:00,178.58,178.66,178.52,178.64,161348
2023-05-22 14:45:00-04:00,178.64,178.77,178.6,178.76,347501
2023-05-22 14:50:00-04:00,178.765,179.02,178.76,178.935,493587
2023-05-22 14:55:00-04:00,178.92,178.925,178.59,178.8,341152
2023-05-22 15:00:00-04:00,178.8,178.91,178.785,178.85,226488
2023-05-22 15:05:00-04:00,178.86,178.91,178.7,178.725,151214
2023-05-22 15:10:00-04:00,178.72,178.89,178.64,178.7692,245121
2023-05-22 15:15:00-04:00,178.77,178.784,178.67,178.72,210727
2023-05-22 15:20:00-04:00,178.71,178.71,178.44,178.46,193839
2023-05-22 15:25:00-04:00,178.465,178.52,178.3101,178.415,267482
2023-05-22 15:30:00-04:00,178.415,178.44,178.26,178.29,313473
2023-05-22 15:35:00-04:00,178.29,178.29,178.125,178.1893,447102
2023-05-22 15:40:00-04:00,178.185,178.24,178.14,178.21,331521
2023-05-22 15:45:00-04:00,178.215,178.275,178.015,178.03,507770
2023-05-22 15:50:00-04:00,178.03,178.27,178.001,178.225,657065
2023-05-22 15:55:00-04:00,178.225,178.33,178.15,178.25,1392871
2023-05-23 09:30:00-04:00,177.91,178.63,177.87,178.06,625103
2023-05-23 09:35:00-04:00,178.08,178.115,177.7,177.805,525624
2023-05-23 09:40:00-04:00,177.8,178.21,177.77,178.16,332285
2023-05-23 09:45:00-04:00,178.16,178.9,177.97,178.86,546997
2023-05-23 09:50:00-04:00,178.85,179.11,178.68,179.09,336803
2023-05-23 09:55:00-04:00,179.09,179.29,178.99,179.04,428672
2023-05-23 10:00:00-04:00,179.05,179.41,179.05,179.18,492275
2023-05-23 10:05:00-04:00,179.19,179.57,179.09,179.55,527322
2023-05-23 10:10:00-04:00,179.55,179.775,179.49,179.545,401340
2023-05-23 10:15:00-04:00,179.545,179.575,179.15,179.46,577613
2023-05-23 10:20:00-04:00,179.47,179.54,179.15,179.51,398021
2023-05-23 10:25:00-04:00,179.53,179.84,179.5299,179.815,409031
2023-05-23 10:30:00-04:00,179.81,180.12,179.71,180.0,669407
2023-05-23 10:35:00-04:00,180.01,180.39,180.0,180.38,518283
2023-05-23 10:40:00-04:00,180.38,180.42,180.105,180.11,415327
2023-05-23 10:45:00-04:00,180.11,180.15,179.96,180.005,331458
2023-05-23 10:50:00-04:00,180.0,180.02,179.71,179.87,458891
2023-05-23 10:55:00-04:00,179.8893,180.04,179.79,179.97,253984
2023-05-23 11:00:00-04:00,179.96,180.21,179.89,180.2,261365
2023-05-23 11:05:00-04:00,180.19,180.215,180.09,180.155,156177
2023-05-23 11:10:00-04:00,180.15,180.23,179.97,180.225,206487
2023-05-23 11:15:00-04:00,180.22,180.34,180.0901,180.12,290800
2023-05-23 11:20:00-04:00,180.13,180.3,180.04,180.25,175500
2023-05-23 11:25:00-04:00,180.26,180.455,180.21,180.435,242559
2023-05-23 11:30:00-04:00,180.43,180.465,180.21,180.21,324984
2023-05-23 11:35:00-04:00,180.2,180.36,180.1001,180.3,412332
2023-05-23 11:40:00-04:00,180.31,180.41,180.285,180.375,170653
2023-05-23 11:45:00-04:00,180.38,180.51,180.33,180.48,234990
2023-05-23 11:50:00-04:00,180.48,180.53,180.335,180.38,217603
2023-05-23 11:55:00-04:00,180.38,180.4,180.15,180.19,233225
2023-05-23 12:00:00-04:00,180.2,180.2788,180.03,180.08,126923
2023-05-23 12:05:00-04:00,180.08,180.08,179.86,179.86,222372
2023-05-23 12:10:00-04:00,179.85,179.86,179.545,179.74,238649
2023-05-23 12:15:00-04:00,179.73,179.73,179.405,179.49,224970
2023-05-23 12:20:00-04:00,179.48,179.5,179.4241,179.46,151911
2023-05-23 12:25:00-04:00,179.465,179.47,179.23,179.2985,257111
2023-05-23 12:30:00-04:00,179.29,179.47,179.25,179.255,250306
2023-05-23 12:35:00-04:00,179.24,179.26,178.75,178.94,568790
2023-05-23 12:40:00-04:00,178.94,178.99,178.56,178.57,554941
2023-05-23 12:45:00-04:00,178.57,178.885,178.53,178.71,428975
2023-05-23 12:50:00-04:00,178.69,178.86,178.59,178.7299,201544
2023-05-23 12:55:00-04:00,178.7398,178.92,178.65,178.73,177486
2023-05-23 13:00:00-04:00,178.73,178.84,178.62,178.64,224082
2023-05-23 13:05:00-04:00,178.64,179.06,178.59,178.98,177039
2023-05-23 13:10:00-04:00,178.975,179.11,178.97,179.0617,159349
2023-05-23 13:15:00-04:00,179.07,179.26,179.06,179.1882,130159
2023-05-23 13:20:00-04:00,179.18,179.19,178.99,179.06,128545
2023-05-23 13:25:00-04:00,179.06,179.07,178.51,178.59,254743
2023-05-23 13:30:00-04:00,178.58,178.585,178.26,178.28,588198
2023-05-23 13:35:00-04:00,178.27,178.47,178.25,178.44,127607
2023-05-23 13:40:00-04:00,178.43,178.78,178.4083,178.77,192923
2023-05-23 13:45:00-04:00,178.78,178.9,178.59,178.61,168314
2023-05-23 13:50:00-04:00,178.6,178.7,178.505,178.69,121119
2023-05-23 13:55:00-04:00,178.68,178.77,178.57,178.72,114789
2023-05-23 14:00:00-04:00,178.72,178.9101,178.65,178.91,107728
2023-05-23 14:05:00-04:00,178.905,179.0,178.6899,178.7,170666
2023-05-23 14:10:00-04:00,178.71,178.71,178.23,178.305,181739
2023-05-23 14:15:00-04:00,178.29,178.485,178.15,178.1999,309501
2023-05-23 14:20:00-04:00,178.19,178.2,177.68,177.703,331542
2023-05-23 14:25:00-04:00,177.7,177.92,177.53,177.75,583827
2023-05-23 14:30:00-04:00,177.74,178.11,177.68,177.98,342417
2023-05-23 14:35:00-04:00,177.98,177.99,177.605,177.71,155174
2023-05-23 14:40:00-04:00,177.71,177.79,177.56,177.73,204646
2023-05-23 14:45:00-04:00,177.725,177.9291,177.61,177.85,193653
2023-05-23 14:50:00-04:00,177.85,178.09,177.83,178.03,257681
2023-05-23 14:55:00-04:00,178.04,178.105,177.95,178.05,200570
2023-05-23 15:00:00-04:00,178.04,178.09,177.79,177.86,313741
2023-05-23 15:05:00-04:00,177.86,177.975,177.66,177.76,108331
2023-05-23 15:10:00-04:00,177.76,177.99,177.76,177.99,120195
