,open,high,low,close,volume
2023-09-20 11:55:00-04:00,182.6,182.64,182.59,182.635,36472
2023-09-20 12:00:00-04:00,182.63,182.67,182.6,182.645,33358
2023-09-20 12:05:00-04:00,182.65,182.65,182.53,182.56,54669
2023-09-20 12:10:00-04:00,182.555,182.67,182.555,182.645,81732
2023-09-20 12:15:00-04:00,182.65,182.695,182.64,182.68,43971
2023-09-20 12:20:00-04:00,182.68,182.755,182.665,182.715,113483
2023-09-20 12:25:00-04:00,182.72,182.78,182.66,182.76,57159
2023-09-20 12:30:00-04:00,182.77,182.82,182.7391,182.745,55791
2023-09-20 12:35:00-04:00,182.74,182.78,182.71,182.74,41969
2023-09-20 12:40:00-04:00,182.735,182.77,182.7,182.7,48741
2023-09-20 12:45:00-04:00,182.71,182.71,182.62,182.65,78725
2023-09-20 12:50:00-04:00,182.64,182.655,182.58,182.59,62174
2023-09-20 12:55:00-04:00,182.58,182.5976,182.56,182.565,42094
2023-09-20 13:00:00-04:00,182.57,182.575,182.44,182.5,87344
2023-09-20 13:05:00-04:00,182.49,182.49,182.44,182.45,66728
2023-09-20 13:10:00-04:00,182.45,182.45,182.365,182.4005,93407
2023-09-20 13:15:00-04:00,182.4,182.465,182.365,182.465,64130
2023-09-20 13:20:00-04:00,182.46,182.5401,182.45,182.48,90651
2023-09-20 13:25:00-04:00,182.48,182.485,182.38,182.38,48204
2023-09-20 13:30:00-04:00,182.38,182.4,182.36,182.37,62981
2023-09-20 13:35:00-04:00,182.37,182.37,182.215,182.22,115724
2023-09-20 13:40:00-04:00,182.22,182.28,182.165,182.27,80557
2023-09-20 13:45:00-04:00,182.27,182.34,182.265,182.33,58602
2023-09-20 13:50:00-04:00,182.32,182.5,182.31,182.495,62976
2023-09-20 13:55:00-04:00,182.49,182.61,182.47,182.53,89842
2023-09-20 14:00:00-04:00,182.51,182.51,181.66,181.925,618207
2023-09-20 14:05:00-04:00,181.87,182.17,181.7,181.91,312716
2023-09-20 14:10:00-04:00,181.9,182.15,181.81,182.0111,286992
2023-09-20 14:15:00-04:00,182.01,182.28,181.925,182.13,281338
2023-09-20 14:20:00-04:00,182.12,182.28,182.01,182.24,191414
2023-09-20 14:25:00-04:00,182.24,182.32,182.15,182.15,231699
2023-09-20 14:30:00-04:00,182.15,182.59,182.03,182.28,462530
2023-09-20 14:35:00-04:00,182.27,182.59,182.25,182.38,229860
2023-09-20 14:40:00-04:00,182.38,182.44,182.07,182.29,277668
2023-09-20 14:45:00-04:00,182.3,182.34,181.92,181.96,262397
2023-09-20 14:50:00-04:00,181.96,181.96,181.66,181.78,415778
2023-09-20 14:55:00-04:00,181.76,182.02,181.7,181.735,290548
2023-09-20 15:00:00-04:00,181.73,181.87,181.57,181.6711,358671
2023-09-20 15:05:00-04:00,181.67,181.77,181.43,181.48,402882
2023-09-20 15:10:00-04:00,181.48,181.55,181.02,181.02,506531
2023-09-20 15:15:00-04:00,181.01,181.2299,180.83,180.89,454183
2023-09-20 15:20:00-04:00,180.89,181.07,180.83,181.065,388214
2023-09-20 15:25:00-04:00,181.055,181.19,180.98,181.15,381468
2023-09-20 15:30:00-04:00,181.16,181.18,180.68,180.715,571320
2023-09-20 15:35:00-04:00,180.715,180.76,180.44,180.48,478038
2023-09-20 15:40:00-04:00,180.485,180.51,180.17,180.21,668658
2023-09-20 15:45:00-04:00,180.21,180.31,180.01,180.24,1138580
2023-09-20 15:50:00-04:00,180.24,180.32,180.08,180.09,1414126
2023-09-20 15:55:00-04:00,180.095,180.19,179.82,179.87,1267532
2023-09-21 09:30:00-04:00,178.5,178.52,177.91,178.23,1349474
2023-09-21 09:35:00-04:00,178.23,178.755,177.95,178.04,745392
2023-09-21 09:40:00-04:00,178.04,178.065,177.56,177.6,630280
2023-09-21 09:45:00-04:00,177.6,177.91,177.59,177.79,647269
2023-09-21 09:50:00-04:00,177.8,177.82,177.415,177.55,661683
2023-09-21 09:55:00-04:00,177.535,177.535,177.34,177.4,513031
2023-09-21 10:00:00-04:00,177.39,177.6,177.35,177.42,540152
2023-09-21 10:05:00-04:00,177.42,177.92,177.4,177.9198,623151
2023-09-21 10:10:00-04:00,177.92,178.02,177.77,177.9,566389
2023-09-21 10:15:00-04:00,177.9,178.32,177.9,178.24,840139
2023-09-21 10:20:00-04:00,178.23,178.43,178.16,178.18,366456
2023-09-21 10:25:00-04:00,178.17,178.2,177.98,178.04,433930
2023-09-21 10:30:00-04:00,178.04,178.045,177.89,177.9299,256874
2023-09-21 10:35:00-04:00,177.93,178.19,177.9,178.18,329706
2023-09-21 10:40:00-04:00,178.18,178.28,178.09,178.09,294208
2023-09-21 10:45:00-04:00,178.09,178.11,177.985,178.04,173652
2023-09-21 10:50:00-04:00,178.015,178.02,177.84,177.845,241101
2023-09-21 10:55:00-04:00,177.84,177.865,177.67,177.73,210287
2023-09-21 11:00:00-04:00,177.725,177.77,177.66,177.765,275093
2023-09-21 11:05:00-04:00,177.77,177.95,177.75,177.76,267717
2023-09-21 11:10:00-04:00,177.76,177.7982,177.59,177.64,284096
2023-09-21 11:15:00-04:00,177.63,177.68,177.56,177.59,222182
2023-09-21 11:20:00-04:00,177.5891,177.75,177.54,177.675,238218
2023-09-21 11:25:00-04:00,177.67,177.71,177.61,177.64,172595
2023-09-21 11:30:00-04:00,177.64,178.155,177.6,178.095,320640
2023-09-21 11:35:00-04:00,178.09,178.14,177.92,177.995,248678
2023-09-21 11:40:00-04:00,178.0,178.05,177.875,178.0,182437
2023-09-21 11:45:00-04:00,177.99,178.19,177.99,178.165,294281
2023-09-21 11:50:00-04:00,178.17,178.215,178.035,178.04,224698
2023-09-21 11:55:00-04:00,178.05,178.19,177.98,178.05,230146
2023-09-21 12:00:00-04:00,178.05,178.06,177.815,177.845,163438
2023-09-21 12:05:00-04:00,177.85,177.93,177.79,177.86,163162
2023-09-21 12:10:00-04:00,177.86,177.89,177.69,177.77,187127
2023-09-21 12:15:00-04:00,177.775,177.89,177.72,177.88,121299
2023-09-21 12:20:00-04:00,177.87,177.945,177.85,177.8961,106390
2023-09-21 12:25:00-04:00,177.88,177.92,177.8,177.9,77876
2023-09-21 12:30:00-04:00,177.9,178.0,177.84,177.99,155508
2023-09-21 12:35:00-04:00,177.99,177.995,177.75,177.76,128857
2023-09-21 12:40:00-04:00,177.75,177.82,177.685,177.715,115421
2023-09-21 12:45:00-04:00,177.725,177.865,177.7,177.86,149161
2023-09-21 12:50:00-04:00,177.85,177.97,177.8,177.855,128400
2023-09-21 12:55:00-04:00,177.855,177.855,177.785,177.8,134866
2023-09-21 13:00:00-04:00,177.8,177.91,177.73,177.8893,142220
2023-09-21 13:05:00-04:00,177.885,178.05,177.855,177.97,73780
2023-09-21 13:10:00-04:00,177.97,178.205,177.965,178.205,248837
2023-09-21 13:15:00-04:00,178.195,178.39,178.195,178.31,589745
2023-09-21 13:20:00-04:00,178.31,178.36,178.22,178.28,215968
2023-09-21 13:25:00-04:00,178.275,178.43,178.27,178.34,176234
2023-09-21 13:30:00-04:00,178.34,178.4725,178.31,178.375,187113
2023-09-21 13:35:00-04:00,178.38,178.51,178.37,178.37,269613
2023-09-21 13:40:00-04:00,178.36,178.435,178.25,178.285,216137
2023-09-21 13:45:00-04:00,178.28,178.315,178.24,178.28,136679
2023-09-21 13:50:00-04:00,178.29,178.335,178.245,178.3,114877
2023-09-21 13:55:00-04:00,178.3,178.32,178.2,178.27,134510
2023-09-21 14:00:00-04:00,178.28,178.305,178.09,178.11,343389
2023-09-21 14:05:00-04:00,178.1,178.23,178.1,178.14,246369
2023-09-21 14:10:00-04:00,178.14,178.26,178.125,178.16,237456
2023-09-21 14:15:00-04:00,178.16,178.16,178.08,178.095,159586
2023-09-21 14:20:00-04:00,178.095,178.115,178.017,178.115,150519
2023-09-21 14:25:00-04:00,178.115,178.13,177.91,177.94,212521
2023-09-21 14:30:00-04:00,177.93,177.97,177.8414,177.885,143751
2023-09-21 14:35:00-04:00,177.891,178.09,177.86,178.0,381338
2023-09-21 14:40:00-04:00,178.0,178.04,177.93,177.96,73184
2023-09-21 14:45:00-04:00,177.9608,177.975,177.89,177.91,91598
2023-09-21 14:50:00-04:00,177.91,177.93,177.835,177.89,148248
2023-09-21 14:55:00-04:00,177.89,177.92,177.8,177.8099,104072
2023-09-21 15:00:00-04:00,177.8,177.93,177.74,177.88,225723
2023-09-21 15:05:00-04:00,177.88,177.9,177.79,177.84,207732
2023-09-21 15:10:00-04:00,177.84,177.87,177.68,177.73,189706
2023-09-21 15:15:00-04:00,177.72,177.72,177.58,177.65,263225
2023-09-21 15:20:00-04:00,177.65,177.7301,177.64,177.69,185671
2023-09-21 15:25:00-04:00,177.685,177.71,177.51,177.58,298794
2023-09-21 15:30:00-04:00,177.575,177.64,177.47,177.555,576126
2023-09-21 15:35:00-04:00,177.55,177.68,177.5305,177.58,224747
2023-09-21 15:40:00-04:00,177.58,177.605,177.46,177.535,467848
2023-09-21 15:45:00-04:00,177.53,177.61,177.47,177.47,354344
2023-09-21 15:50:00-04:00,177.47,177.47,177.275,177.375,777574
2023-09-21 15:55:00-04:00,177.38,177.405,177.08,177.11,1428421
2023-09-22 09:30:00-04:00,177.56,178.37,177.52,178.07,1025261
2023-09-22 09:35:00-04:00,178.07,178.29,177.94,178.07,376033
2023-09-22 09:40:00-04:00,178.1,178.1,177.49,177.58,387705
2023-09-22 09:45:00-04:00,177.59,177.79,177.47,177.635,455909
2023-09-22 09:50:00-04:00,177.63,177.72,177.165,177.21,413500
2023-09-22 09:55:00-04:00,177.23,177.49,177.1625,177.48,342089
2023-09-22 10:00:00-04:00,177.48,177.665,177.28,177.65,456212
2023-09-22 10:05:00-04:00,177.655,177.89,177.58,177.72,400882
2023-09-22 10:10:00-04:00,177.72,177.77,177.29,177.29,233179
2023-09-22 10:15:00-04:00,177.3,177.38,177.19,177.37,332303
2023-09-22 10:20:00-04:00,177.37,177.71,177.36,177.68,333990
2023-09-22 10:25:00-04:00,177.69,177.7,177.54,177.66,225234
2023-09-22 10:30:00-04:00,177.665,178.03,177.665,178.03,321868
2023-09-22 10:35:00-04:00,178.03,178.04,177.81,177.84,232327
2023-09-22 10:40:00-04:00,177.85,177.85,177.71,177.78,140186
2023-09-22 10:45:00-04:00,177.8,177.87,177.76,177.8,101291
2023-09-22 10:50:00-04:00,177.81,177.83,177.69,177.78,146172
2023-09-22 10:55:00-04:00,177.78,177.94,177.76,177.92,314454
2023-09-22 11:00:00-04:00,177.92,177.965,177.52,177.56,289123
2023-09-22 11:05:00-04:00,177.56,177.675,177.46,177.46,138249
2023-09-22 11:10:00-04:00,177.46,177.53,177.375,177.41,167569
2023-09-22 11:15:00-04:00,177.41,177.495,177.34,177.38,167230
2023-09-22 11:20:00-04:00,177.4,177.45,177.28,177.38,124583
2023-09-22 11:25:00-04:00,177.38,177.58,177.35,177.555,181744
2023-09-22 11:30:00-04:00,177.55,177.57,177.4,177.48,206602
2023-09-22 11:35:00-04:00,177.49,177.71,177.49,177.71,307463
2023-09-22 11:40:00-04:00,177.72,177.72,177.385,177.43,147701
2023-09-22 11:45:00-04:00,177.42,177.535,177.42,177.5,68858
2023-09-22 11:50:00-04:00,177.5,177.5899,177.4,177.45,104511
2023-09-22 11:55:00-04:00,177.45,177.465,177.25,177.265,120041
2023-09-22 12:00:00-04:00,177.26,177.29,177.131,177.1601,347706
2023-09-22 12:05:00-04:00,177.16,177.26,177.11,177.165,94948
2023-09-22 12:10:00-04:00,177.16,177.25,177.1,177.23,168671
2023-09-22 12:15:00-04:00,177.23,177.435,177.21,177.425,156505
2023-09-22 12:20:00-04:00,177.43,177.4469,177.34,177.385,132457
2023-09-22 12:25:00-04:00,177.385,177.39,177.29,177.35,144987
2023-09-22 12:30:00-04:00,177.36,177.405,177.32,177.38,149524
2023-09-22 12:35:00-04:00,177.395,177.6,177.36,177.59,81511
2023-09-22 12:40:00-04:00,177.59,177.64,177.46,177.5,71887
2023-09-22 12:45:00-04:00,177.5043,177.51,177.365,177.41,69463
2023-09-22 12:50:00-04:00,177.42,177.42,177.34,177.36,190945
2023-09-22 12:55:00-04:00,177.35,177.45,177.35,177.37,75465
2023-09-22 13:00:00-04:00,177.37,177.45,177.34,177.45,72559
2023-09-22 13:05:00-04:00,177.455,177.52,177.415,177.44,63569
2023-09-22 13:10:00-04:00,177.44,177.55,177.41,177.48,59684
2023-09-22 13:15:00-04:00,177.5,177.535,177.415,177.44,54430
2023-09-22 13:20:00-04:00,177.445,177.445,177.13,177.22,175954
2023-09-22 13:25:00-04:00,177.22,177.245,177.12,177.2,176412
2023-09-22 13:30:00-04:00,177.19,177.225,177.105,177.22,152732
2023-09-22 13:35:00-04:00,177.215,177.31,176.99,177.09,263582
2023-09-22 13:40:00-04:00,177.11,177.115,176.93,176.985,163561
2023-09-22 13:45:00-04:00,176.975,177.03,176.91,176.99,187138
2023-09-22 13:50:00-04:00,177.0,177.11,176.98,177.04,180953
2023-09-22 13:55:00-04:00,177.04,177.11,177.0,177.04,118473
2023-09-22 14:00:00-04:00,177.04,177.09,176.95,177.005,102352
2023-09-22 14:05:00-04:00,177.005,177.075,176.95,176.98,85262
2023-09-22 14:10:00-04:00,176.975,176.975,176.73,176.785,301353
2023-09-22 14:15:00-04:00,176.78,176.82,176.6,176.64,216935
2023-09-22 14:20:00-04:00,176.65,176.81,176.65,176.78,114670
2023-09-22 14:25:00-04:00,176.78,176.9,176.74,176.75,190684
2023-09-22 14:30:00-04:00,176.74,176.82,176.68,176.8,119932
2023-09-22 14:35:00-04:00,176.8,176.85,176.71,176.75,68286
2023-09-22 14:40:00-04:00,176.75,176.78,176.67,176.68,114319
2023-09-22 14:45:00-04:00,176.68,176.88,176.67,176.88,130055
2023-09-22 14:50:00-04:00,176.87,176.88,176.77,176.84,111226
2023-09-22 14:55:00-04:00,176.83,176.91,176.795,176.89,171239
2023-09-22 15:00:00-04:00,176.885,177.17,176.845,177.08,259294
2023-09-22 15:05:00-04:00,177.0749,177.46,177.055,177.45,225891
2023-09-22 15:10:00-04:00,177.46,177.49,177.38,177.45,256584
2023-09-22 15:15:00-04:00,177.44,177.545,177.44,177.515,318740
2023-09-22 15:20:00-04:00,177.515,177.66,177.42,177.555,240101
2023-09-22 15:25:00-04:00,177.55,177.57,177.435,177.44,172827
2023-09-22 15:30:00-04:00,177.44,177.53,177.26,177.27,285695
2023-09-22 15:35:00-04:00,177.27,177.285,177.2,177.24,191989
2023-09-22 15:40:00-04:00,177.235,177.26,176.96,176.98,259724
2023-09-22 15:45:00-04:00,176.98,177.07,176.83,176.91,470262
2023-09-22 15:50:00-04:00,176.905,176.905,176.62,176.64,438758
2023-09-22 15:55:00-04:00,176.64,176.79,176.56,176.63,1389710
2023-09-25 09:30:00-04:00,175.69,175.99,175.54,175.76,925786
2023-09-25 09:35:00-04:00,175.77,176.12,175.71,176.0899,602967
2023-09-25 09:40:00-04:00,176.09,176.65,176.09,176.6,495445
2023-09-25 09:45:00-04:00,176.61,176.76,176.4901,176.7,321709
2023-09-25 09:50:00-04:00,176.72,177.15,176.7,177.04,466344
2023-09-25 09:55:00-04:00,177.05,177.265,176.9808,177.215,277937
2023-09-25 10:00:00-04:00,177.21,177.29,176.8,176.9,325452
2023-09-25 10:05:00-04:00,176.9,176.97,176.625,176.72,249755
2023-09-25 10:10:00-04:00,176.72,176.9,176.65,176.77,230430
2023-09-25 10:15:00-04:00,176.78,176.89,176.56,176.65,198731
2023-09-25 10:20:00-04:00,176.645,176.79,176.54,176.54,182854
2023-09-25 10:25:00-04:00,176.535,176.6,176.3,176.54,188739
2023-09-25 10:30:00-04:00,176.54,176.745,176.43,176.71,269051
2023-09-25 10:35:00-04:00,176.715,176.82,176.64,176.73,234262
2023-09-25 10:40:00-04:00,176.72,176.72,176.5,176.55,164284
2023-09-25 10:45:00-04:00,176.545,176.65,176.509,176.56,131254
2023-09-25 10:50:00-04:00,176.57,176.57,176.37,176.37,168429
2023-09-25 10:55:00-04:00,176.36,176.465,176.32,176.39,120268
2023-09-25 11:00:00-04:00,176.39,176.63,176.38,176.615,137179
2023-09-25 11:05:00-04:00,176.62,176.98,176.61,176.94,259072
2023-09-25 11:10:00-04:00,176.95,177.04,176.88,177.0,290128
2023-09-25 11:15:00-04:00,177.01,177.42,177.01,177.41,718960
2023-09-25 11:20:00-04:00,177.42,177.45,177.26,177.385,252798
2023-09-25 11:25:00-04:00,177.38,177.41,177.11,177.12,205341
2023-09-25 11:30:00-04:00,177.13,177.28,177.13,177.23,132783
2023-09-25 11:35:00-04:00,177.24,177.28,177.115,177.115,97078
2023-09-25 11:40:00-04:00,177.11,177.42,177.08,177.37,222407
2023-09-25 11:45:00-04:00,177.37,177.4685,177.29,177.32,104602
2023-09-25 11:50:00-04:00,177.325,177.51,177.32,177.49,147828
2023-09-25 11:55:00-04:00,177.5,177.57,177.3307,177.38,185146
2023-09-25 12:00:00-04:00,177.39,177.44,177.261,177.31,161876
2023-09-25 12:05:00-04:00,177.31,177.3752,177.3,177.33,44623
2023-09-25 12:10:00-04:00,177.32,177.46,177.31,177.4388,81484
2023-09-25 12:15:00-04:00,177.4399,177.74,177.43,177.74,263807
2023-09-25 12:20:00-04:00,177.74,177.795,177.64,177.79,135694
2023-09-25 12:25:00-04:00,177.79,177.835,177.74,177.8,229760
2023-09-25 12:30:00-04:00,177.8,177.8599,177.735,177.74,100524
2023-09-25 12:35:00-04:00,177.73,177.7763,177.64,177.66,87162
2023-09-25 12:40:00-04:00,177.65,177.8,177.64,177.72,89630
2023-09-25 12:45:00-04:00,177.72,177.82,177.7,177.76,121403
2023-09-25 12:50:00-04:00,177.75,177.75,177.46,177.65,302629
2023-09-25 12:55:00-04:00,177.65,177.65,177.525,177.63,132349
2023-09-25 13:00:00-04:00,177.63,177.6485,177.46,177.505,139347
2023-09-25 13:05:00-04:00,177.5,177.73,177.48,177.7,156598
2023-09-25 13:10:00-04:00,177.71,177.8499,177.68,177.81,147741
2023-09-25 13:15:00-04:00,177.82,177.84,177.725,177.74,162643
2023-09-25 13:20:00-04:00,177.74,177.775,177.495,177.52,173683
2023-09-25 13:25:00-04:00,177.52,177.52,177.24,177.4,276615
2023-09-25 13:30:00-04:00,177.4,177.54,177.33,177.53,198747
2023-09-25 13:35:00-04:00,177.52,177.62,177.4901,177.62,107728
2023-09-25 13:40:00-04:00,177.61,177.62,177.45,177.47,106032
2023-09-25 13:45:00-04:00,177.47,177.55,177.4,177.55,111790
2023-09-25 13:50:00-04:00,177.54,177.61,177.47,177.53,121392
2023-09-25 13:55:00-04:00,177.52,177.6,177.515,177.585,92709
2023-09-25 14:00:00-04:00,177.59,177.695,177.58,177.675,105124
2023-09-25 14:05:00-04:00,177.68,177.7,177.52,177.52,95815
2023-09-25 14:10:00-04:00,177.51,177.62,177.4908,177.51,74006
2023-09-25 14:15:00-04:00,177.51,177.56,177.41,177.495,92657
2023-09-25 14:20:00-04:00,177.505,177.53,177.3428,177.3428,109602
2023-09-25 14:25:00-04:00,177.35,177.48,177.33,177.395,100240
2023-09-25 14:30:00-04:00,177.39,177.485,177.365,177.45,170401
2023-09-25 14:35:00-04:00,177.445,177.63,177.44,177.5,136636
2023-09-25 14:40:00-04:00,177.5,177.56,177.29,177.3,271854
2023-09-25 14:45:00-04:00,177.3,177.43,177.295,177.36,121864
2023-09-25 14:50:00-04:00,177.35,177.3793,177.27,177.2925,133175
2023-09-25 14:55:00-04:00,177.3,177.31,177.14,177.19,244662
2023-09-25 15:00:00-04:00,177.2,177.23,176.885,176.955,179652
2023-09-25 15:05:00-04:00,176.955,176.98,176.9,176.93,161641
2023-09-25 15:10:00-04:00,176.92,177.145,176.91,177.145,188435
2023-09-25 15:15:00-04:00,177.14,177.41,177.13,177.35,308428
2023-09-25 15:20:00-04:00,177.34,177.405,177.2,177.22,168694
2023-09-25 15:25:00-04:00,177.23,177.27,177.09,177.27,177249
2023-09-25 15:30:00-04:00,177.26,177.33,177.18,177.23,200281
2023-09-25 15:35:00-04:00,177.24,177.3,177.17,177.3,125829
2023-09-25 15:40:00-04:00,177.3,177.32,177.23,177.24,141066
2023-09-25 15:45:00-04:00,177.24,177.41,177.24,177.37,203992
2023-09-25 15:50:00-04:00,177.37,177.47,177.1,177.12,595628
2023-09-25 15:55:00-04:00,177.12,177.55,177.09,177.49,1492836
2023-09-26 09:30:00-04:00,175.5,176.29,175.37,176.18,969329
2023-09-26 09:35:00-04:00,176.19,176.49,176.09,176.46,533685
2023-09-26 09:40:00-04:00,176.47,176.99,176.43,176.97,664270
2023-09-26 09:45:00-04:00,176.965,177.02,176.61,176.73,706255
2023-09-26 09:50:00-04:00,176.72,176.72,176.17,176.37,558530
2023-09-26 09:55:00-04:00,176.37,176.42,176.18,176.39,267143
2023-09-26 10:00:00-04:00,176.4,176.58,176.02,176.11,536382
2023-09-26 10:05:00-04:00,176.105,176.385,176.005,176.16,596063
2023-09-26 10:10:00-04:00,176.2,176.23,175.78,175.81,284612
2023-09-26 10:15:00-04:00,175.815,175.83,175.6,175.725,674874
2023-09-26 10:20:00-04:00,175.73,175.945,175.63,175.93,415749
2023-09-26 10:25:00-04:00,175.93,176.31,175.81,176.295,328667
2023-09-26 10:30:00-04:00,176.28,176.295,176.01,176.01,310969
2023-09-26 10:35:00-04:00,176.01,176.04,175.85,175.95,275848
2023-09-26 10:40:00-04:00,175.94,176.31,175.93,176.31,227961
2023-09-26 10:45:00-04:00,176.29,176.4,176.09,176.12,347810
2023-09-26 10:50:00-04:00,176.125,176.14,176.0,176.035,195453
2023-09-26 10:55:00-04:00,176.04,176.17,176.0,176.17,310866
2023-09-26 11:00:00-04:00,176.165,176.28,176.1,176.12,261380
2023-09-26 11:05:00-04:00,176.11,176.14,175.865,175.9799,309188
2023-09-26 11:10:00-04:00,175.98,175.995,175.86,175.92,152622
2023-09-26 11:15:00-04:00,175.915,175.95,175.8308,175.88,120827
2023-09-26 11:20:00-04:00,175.87,175.875,175.665,175.665,148034
2023-09-26 11:25:00-04:00,175.665,175.705,175.505,175.52,158319
2023-09-26 11:30:00-04:00,175.5,175.61,175.39,175.59,293471
2023-09-26 11:35:00-04:00,175.59,175.64,175.52,175.6,123693
2023-09-26 11:40:00-04:00,175.595,175.705,175.52,175.61,218384
2023-09-26 11:45:00-04:00,175.61,175.67,175.42,175.48,196141
2023-09-26 11:50:00-04:00,175.49,175.61,175.43,175.54,282083
2023-09-26 11:55:00-04:00,175.53,175.6499,175.4809,175.58,133305
2023-09-26 12:00:00-04:00,175.59,175.66,175.435,175.48,110002
2023-09-26 12:05:00-04:00,175.48,175.665,175.435,175.66,121817
2023-09-26 12:10:00-04:00,175.65,175.735,175.6,175.61,214904
2023-09-26 12:15:00-04:00,175.61,175.67,175.51,175.53,140841
2023-09-26 12:20:00-04:00,175.53,175.63,175.495,175.63,83133
2023-09-26 12:25:00-04:00,175.639,175.67,175.5229,175.61,81563
2023-09-26 12:30:00-04:00,175.6,175.61,175.5,175.52,117471
2023-09-26 12:35:00-04:00,175.52,175.61,175.51,175.55,68968
2023-09-26 12:40:00-04:00,175.54,175.61,175.46,175.475,132082
2023-09-26 12:45:00-04:00,175.47,175.5066,175.44,175.48,139535
2023-09-26 12:50:00-04:00,175.49,175.6,175.47,175.52,150950
2023-09-26 12:55:00-04:00,175.53,175.53,175.365,175.37,69056
2023-09-26 13:00:00-04:00,175.365,175.48,175.245,175.419,533593
2023-09-26 13:05:00-04:00,175.4,175.45,175.132,175.43,515084
2023-09-26 13:10:00-04:00,175.44,175.52,175.37,175.45,206806
2023-09-26 13:15:00-04:00,175.46,175.4958,175.25,175.27,162972
2023-09-26 13:20:00-04:00,175.275,175.315,175.2,175.2,214792
2023-09-26 13:25:00-04:00,175.19,175.21,175.02,175.03,196394
2023-09-26 13:30:00-04:00,175.02,175.1102,175.0,175.035,241309
2023-09-26 13:35:00-04:00,175.035,175.035,174.835,174.86,273572
2023-09-26 13:40:00-04:00,174.86,174.88,174.715,174.75,269460
2023-09-26 13:45:00-04:00,174.74,174.81,174.725,174.78,160245
2023-09-26 13:50:00-04:00,174.78,175.005,174.78,174.96,197736
2023-09-26 13:55:00-04:00,174.95,175.065,174.93,175.04,158962
2023-09-26 14:00:00-04:00,175.045,175.045,174.86,174.91,185675
2023-09-26 14:05:00-04:00,174.9,174.97,174.8193,174.82,153334
2023-09-26 14:10:00-04:00,174.82,174.9,174.7,174.78,122268
2023-09-26 14:15:00-04:00,174.77,174.8074,174.69,174.7,102066
2023-09-26 14:20:00-04:00,174.71,174.91,174.675,174.825,314321
2023-09-26 14:25:00-04:00,174.83,174.86,174.71,174.75,141348
2023-09-26 14:30:00-04:00,174.75,174.8901,174.71,174.81,218705
2023-09-26 14:35:00-04:00,174.805,174.885,174.775,174.8,139904
2023-09-26 14:40:00-04:00,174.8,174.82,174.71,174.73,195659
2023-09-26 14:45:00-04:00,174.73,174.83,174.695,174.8294,90942
2023-09-26 14:50:00-04:00,174.82,174.87,174.76,174.81,149132
2023-09-26 14:55:00-04:00,174.79,174.88,174.78,174.87,130763
2023-09-26 15:00:00-04:00,174.87,174.89,174.755,174.7801,212905
2023-09-26 15:05:00-04:00,174.785,174.975,174.765,174.9698,249904
2023-09-26 15:10:00-04:00,174.965,174.98,174.82,174.825,186977
2023-09-26 15:15:00-04:00,174.825,174.84,174.645,174.665,242857
2023-09-26 15:20:00-04:00,174.665,174.675,174.59,174.625,258337
2023-09-26 15:25:00-04:00,174.625,174.71,174.56,174.64,411064
2023-09-26 15:30:00-04:00,174.65,174.745,174.59,174.62,321881
2023-09-26 15:35:00-04:00,174.62,174.745,174.585,174.6925,236522
2023-09-26 15:40:00-04:00,174.7,174.86,174.66,174.85,492766
2023-09-26 15:45:00-04:00,174.85,174.85,174.5875,174.5875,471966
2023-09-26 15:50:00-04:00,174.58,174.58,174.305,174.32,898914
2023-09-26 15:55:00-04:00,174.315,174.5,174.29,174.4,1509476
2023-09-27 09:30:00-04:00,175.45,176.29,175.36,176.28,1127091
2023-09-27 09:35:00-04:00,176.29,176.375,175.9,176.07,946055
2023-09-27 09:40:00-04:00,176.06,176.14,175.56,175.955,551580
2023-09-27 09:45:00-04:00,175.945,176.08,175.59,175.92,347871
2023-09-27 09:50:00-04:00,175.93,176.44,175.91,176.39,474380
2023-09-27 09:55:00-04:00,176.37,176.57,176.205,176.53,569257
2023-09-27 10:00:00-04:00,176.54,176.72,176.171,176.34,705681
2023-09-27 10:05:00-04:00,176.345,176.52,176.26,176.49,496574
2023-09-27 10:10:00-04:00,176.49,176.49,176.03,176.055,490596
2023-09-27 10:15:00-04:00,176.06,176.14,175.93,176.0,432794
2023-09-27 10:20:00-04:00,176.0,176.64,175.99,176.64,570697
2023-09-27 10:25:00-04:00,176.64,176.73,176.49,176.66,420718
2023-09-27 10:30:00-04:00,176.66,176.67,176.35,176.57,489687
2023-09-27 10:35:00-04:00,176.57,176.71,176.52,176.6,330118
2023-09-27 10:40:00-04:00,176.59,176.67,176.41,176.67,211024
2023-09-27 10:45:00-04:00,176.67,176.77,176.47,176.735,241445
2023-09-27 10:50:00-04:00,176.74,176.74,175.91,175.98,499980
2023-09-27 10:55:00-04:00,175.98,176.05,175.82,175.91,225302
2023-09-27 11:00:00-04:00,175.92,176.295,175.83,176.21,370138
2023-09-27 11:05:00-04:00,176.21,176.5,176.12,176.49,192042
2023-09-27 11:10:00-04:00,176.48,176.4999,176.21,176.36,191450
2023-09-27 11:15:00-04:00,176.35,176.365,176.23,176.2404,201985
2023-09-27 11:20:00-04:00,176.24,176.42,176.17,176.28,141530
2023-09-27 11:25:00-04:00,176.28,176.49,176.25,176.46,127569
2023-09-27 11:30:00-04:00,176.49,176.52,176.37,176.48,119208
